DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,Working_Population,Houses,CPI,UNRATE,Construction_Materials,FEDFUNDS,Num_Households,Income,Subsidy,old_percent
2019-11-01,212.817,2019,11,62949.0,206317380.232137,5.4,257.803,3.6,232.8,1.55,128579.0,78250.0,40.185,15.7918008297391
2019-12-01,213.938,2019,12,62641.0,206389716.222774,5.6,258.616,3.6,232.2,1.55,128579.0,78250.0,40.185,15.7918008297391
2020-01-01,214.954,2020,1,62333.0,205727844.84185705,5.7,259.037,3.5,233.4,1.55,128451.0,76660.0,44.147,16.2234001500798
2020-02-01,215.773,2020,2,60684.0,205599624.533511,5.6,259.248,3.5,234.6,1.58,128451.0,76660.0,44.147,16.2234001500798
2020-03-01,216.317,2020,3,59035.0,205438752.3335,6.5,258.124,4.4,236.3,0.65,128451.0,76660.0,44.147,16.2234001500798
2020-04-01,216.803,2020,4,57386.0,206982497.617641,6.9,256.092,14.7,234.3,0.05,128451.0,76660.0,44.147,16.2234001500798
2020-05-01,217.009,2020,5,58859.333333333336,206796375.768438,5.4,255.868,13.2,233.3,0.05,128451.0,76660.0,44.147,16.2234001500798
2020-06-01,217.656,2020,6,60332.666666666664,205507595.262771,3.8,256.986,11.0,234.8,0.08,128451.0,76660.0,44.147,16.2234001500798
2020-07-01,219.352,2020,7,61806.0,205375033.00646895,3.4,258.278,10.2,237.0,0.09,128451.0,76660.0,44.147,16.2234001500798
2020-08-01,222.449,2020,8,62008.666666666664,205753509.841955,3.3,259.411,8.4,240.9,0.1,128451.0,76660.0,44.147,16.2234001500798
2020-09-01,225.885,2020,9,62211.333333333336,206129691.633232,3.4,260.029,7.9,246.9,0.09,128451.0,76660.0,44.147,16.2234001500798
2020-10-01,229.84,2020,10,62414.0,206073201.59363905,3.3,260.286,6.9,246.4,0.09,128451.0,76660.0,44.147,16.2234001500798
2020-11-01,233.254,2020,11,62685.0,206157005.379489,4.0,260.813,6.7,244.3,0.09,128451.0,76660.0,44.147,16.2234001500798
2020-12-01,236.491,2020,12,62956.0,206069507.781916,4.1,262.035,6.7,248.0,0.09,128451.0,76660.0,44.147,16.2234001500798
2021-01-01,239.497,2021,1,63227.0,204934021.292635,4.0,262.65,6.3,256.4,0.09,129224.0,76330.0,45.296,16.6788954868121
2021-02-01,242.215,2021,2,63537.0,204891687.618555,4.9,263.638,6.2,264.6,0.08,129224.0,76330.0,45.296,16.6788954868121
2021-03-01,245.319,2021,3,63847.0,205005370.31361505,4.4,264.914,6.1,276.7,0.07,129224.0,76330.0,45.296,16.6788954868121
2021-04-01,249.063,2021,4,64157.0,205383768.461534,4.7,266.67,6.1,291.8,0.07,129224.0,76330.0,45.296,16.6788954868121
2021-05-01,253.465,2021,5,64309.666666666664,205608505.140075,5.6,268.444,5.8,305.9,0.06,129224.0,76330.0,45.296,16.6788954868121
2021-06-01,258.42900000000003,2021,6,64462.333333333336,205376295.567377,5.8,270.559,5.9,315.7,0.08,129224.0,76330.0,45.296,16.6788954868121
2021-07-01,262.763,2021,7,64615.0,205348746.108799,5.7,271.764,5.4,313.542,0.1,129224.0,76330.0,45.296,16.6788954868121
2021-08-01,266.955,2021,8,64960.333333333336,205344628.370044,6.5,272.87,5.2,313.083,0.09,129224.0,76330.0,45.296,16.6788954868121
2021-09-01,270.447,2021,9,65305.666666666664,205480663.737847,6.0,274.028,4.8,317.136,0.08,129224.0,76330.0,45.296,16.6788954868121
2021-10-01,273.855,2021,10,65651.0,205382783.10683095,6.8,276.522,4.5,322.12,0.08,129224.0,76330.0,45.296,16.6788954868121
2021-11-01,277.28,2021,11,65529.333333333336,205355471.434348,6.0,278.711,4.2,328.94,0.08,129224.0,76330.0,45.296,16.6788954868121
2021-12-01,281.348,2021,12,65407.666666666664,205308040.74125305,5.6,280.887,3.9,335.032,0.08,129224.0,76330.0,45.296,16.6788954868121
